GEOID,sovi,rank
g06035,-5.129086127289607,3030.0
g06037,1.1904587424363617,939.0
g06039,2.8381611658139207,364.0
g06041,-5.618714396082039,3059.0
g06043,1.4502685556754602,825.0
g06045,2.0558470408899283,568.0
g06047,2.8913250167247044,349.0
g06049,3.836606857561044,220.0
g06051,-1.343159046949336,2270.0
g06053,1.8091621494139114,669.0
g06055,-0.8677650941345715,2054.0
g06057,-1.1954661027996674,2207.0
g06059,-2.8753045244095756,2726.0
g06061,-3.2256738484124963,2807.0
g06063,1.6969325672299165,725.0
g06065,0.335472486551899,1401.0
g06067,-0.01453437664600199,1584.0
g06069,-0.2639210923506077,1738.0
g06071,0.34176414080868267,1397.0
g06073,-1.749834860938641,2413.0
g06075,-1.3941494171449476,2284.0
g06077,0.5484217379466481,1277.0
g06079,-2.0351387344844514,2505.0
g06081,-4.431155276470145,2973.0
g06083,0.153246401437666,1490.0
g06085,-6.158144123464437,3092.0
g06087,-2.4715349300777896,2622.0
g06089,0.7182252713468433,1180.0
g06091,3.0847578896330976,316.0
g06093,2.3096507470031415,484.0
g06095,-1.7219972913217778,2402.0
g06097,-1.123279377398298,2168.0
g06099,1.1988447260208628,932.0
g06101,1.0753869916931558,996.0
g06103,1.9804300283512033,595.0
g06105,1.8181022161542328,662.0
g06107,3.473454115712544,262.0
g06109,0.8518973329812196,1109.0
g06111,-2.4833109043812738,2625.0
g06113,-1.4586503992483788,2312.0
g06115,0.36713696532362294,1384.0
g08001,-1.3318571043961522,2267.0
